id,name,label,description,color,fillColor,weight,rawWeight,lat,lng,emoji,notes,source,target,edgeLabel,edgeColor,edgeWeight,relationship,extra
bio-eagle,bio-eagle,bio-eagle,Haplotype phasing within a genotyped cohort or using a phased reference panel,,,1,1,,,,Section=science; Version=2.4.1-3+b3,,,,,,,
bio-rainbow,bio-rainbow,bio-rainbow,clustering and assembling short reads for bioinformatics,,,1,1,,,,Section=science; Version=2.0.4+dfsg-2,,,,,,,
bio-tradis,bio-tradis,bio-tradis,analyse the output from TraDIS analyses of genomic sequences,,,1,1,,,,Section=perl; Version=1.4.5+dfsg2-2,,,,,,,
bio-vcf,bio-vcf,bio-vcf,domain specific language (DSL) for processing the VCF format,,,1,1,,,,Section=science; Version=0.9.5-3,,,,,,,
bioawk,bioawk,bioawk,extension of awk for biological sequence analysis,,,1,1,,,,Section=science; Version=1.0-5,,,,,,,
biobambam2,biobambam2,biobambam2,tools for early stage alignment file processing,,,1,1,,,,Section=science; Version=2.0.185+ds-2,,,,,,,
biosyntax,biosyntax,biosyntax,Syntax Highlighting for Computational Biology (metapackage),,,1,1,,,,Section=science; Version=1.0.0b-6,,,,,,,
bitseq,bitseq,bitseq,Bayesian Inference of Transcripts from Sequencing Data,,,1,1,,,,Section=science; Version=0.7.5+dfsg-6,,,,,,,
blasr,blasr,blasr,mapping single-molecule sequencing reads,,,1,1,,,,Section=science; Version=5.3.5+dfsg-7+b1,,,,,,,
blixem,blixem,blixem,interactive browser of sequence alignments,,,1,1,,,,Section=science; Version=4.44.1+dfsg-7.1+b3,,,,,,,
bolt-lmm,bolt-lmm,bolt-lmm,Efficient large cohorts genome-wide Bayesian mixed-model association testing,,,1,1,,,,Section=science; Version=2.4.1+dfsg-2,,,,,,,
bowtie,bowtie,bowtie,Ultrafast memory-efficient short read aligner,,,1,1,,,,Section=science; Version=1.3.1-3,,,,,,,
bowtie2,bowtie2,bowtie2,ultrafast memory-efficient short read aligner,,,1,1,,,,Section=science; Version=2.5.4-1+b2,,,,,,,
boxshade,boxshade,boxshade,Pretty-printing of multiple sequence alignments,,,1,1,,,,Section=science; Version=3.3.1-14,,,,,,,
bppphyview,bppphyview,bppphyview,Bio++ Phylogenetic Viewer,,,1,1,,,,Section=science; Version=0.6.1-5,,,,,,,
bppsuite,bppsuite,bppsuite,Bio++ program suite,,,1,1,,,,Section=science; Version=2.4.1-7,,,,,,,
brig,brig,brig,BLAST Ring Image Generator,,,1,1,,,,Section=science; Version=0.95+dfsg-3,,,,,,,
btllib-tools,btllib-tools,btllib-tools,Bioinformatics Technology Lab common code library tools,,,1,1,,,,Section=science; Version=1.7.5+dfsg-2,,,,,,,
busco,busco,busco,benchmarking sets of universal single-copy orthologs,,,1,1,,,,Section=science; Version=5.5.0-3,,,,,,,
bustools,bustools,bustools,program for manipulating BUS files for single cell RNA-Seq datasets,,,1,1,,,,Section=science; Version=0.43.2+dfsg-1,,,,,,,
bwa,bwa,bwa,Burrows-Wheeler Aligner,,,1,1,,,,Section=science; Version=0.7.18-1,,,,,,,
cassiopee,cassiopee,cassiopee,index and search tool in genomic sequences,,,1,1,,,,Section=science; Version=1.0.9-4+b1,,,,,,,
cat-bat,cat-bat,cat-bat,taxonomic classification of contigs and metagenome-assembled genomes (MAGs),,,1,1,,,,Section=science; Version=5.3-2,,,,,,,
cct,cct,cct,"visually comparing bacterial, plasmid, chloroplast, or mitochondrial sequences",,,1,1,,,,Section=science; Version=1:1.0.3-1,,,,,,,
cd-hit,cd-hit,cd-hit,suite of programs designed to quickly group sequences,,,1,1,,,,Section=science; Version=4.8.1-4,,,,,,,
cdbfasta,cdbfasta,cdbfasta,Constant DataBase indexing and retrieval tools for multi-FASTA files,,,1,1,,,,Section=science; Version=1.00+git20230710.da8f5ba+dfsg-1,,,,,,,
centrifuge,centrifuge,centrifuge,rapid and memory-efficient system for classification of DNA sequences,,,1,1,,,,Section=science; Version=1.0.4.2-1,,,,,,,
cgview,cgview,cgview,Circular Genome Viewer,,,1,1,,,,Section=science; Version=0.0.20100111-7,,,,,,,
changeo,changeo,changeo,Repertoire clonal assignment toolkit (Python 3),,,1,1,,,,Section=science; Version=1.3.0-3,,,,,,,
chimeraslayer,chimeraslayer,chimeraslayer,detects likely chimeras in PCR amplified DNA,,,1,1,,,,Section=science; Version=20101212+dfsg1-6,,,,,,,
chromhmm,chromhmm,chromhmm,Chromatin state discovery and characterization,,,1,1,,,,Section=science; Version=1.26+dfsg-3,,,,,,,
chromimpute,chromimpute,chromimpute,Large-scale systematic epigenome imputation,,,1,1,,,,Section=science; Version=1.0.3+dfsg-5,,,,,,,
cif-tools,cif-tools,cif-tools,"Suite of tools to manipulate, validate and query mmCIF files",,,1,1,,,,Section=science; Version=1.0.12-4,,,,,,,
circos,circos,circos,plotter for visualizing data,,,1,1,,,,Section=science; Version=0.69.9+dfsg-2,,,,,,,
clearcut,clearcut,clearcut,extremely efficient phylogenetic tree reconstruction,,,1,1,,,,Section=science; Version=1.0.9+git20211013.b799afe-1,,,,,,,
clonalframe,clonalframe,clonalframe,inference of bacterial microevolution using multilocus sequence data,,,1,1,,,,Section=science; Version=1.2-11+b3,,,,,,,
clonalframeml,clonalframeml,clonalframeml,Efficient Inference of Recombination in Whole Bacterial Genomes,,,1,1,,,,Section=science; Version=1.13-1,,,,,,,
clonalorigin,clonalorigin,clonalorigin,inference of homologous recombination in bacteria using whole genome sequences,,,1,1,,,,Section=science; Version=1.0-8+b1,,,,,,,
clustalo,clustalo,clustalo,General-purpose multiple sequence alignment program for proteins,,,1,1,,,,Section=science; Version=1.2.4-8,,,,,,,
clustalw,clustalw,clustalw,global multiple nucleotide or peptide sequence alignment,,,1,1,,,,Section=science; Version=2.1+lgpl-7,,,,,,,
clustalx,clustalx,clustalx,Multiple alignment of nucleic acid and protein sequences (graphical interface),,,1,1,,,,Section=science; Version=2.1+lgpl-9+b1,,,,,,,
cnvkit,cnvkit,cnvkit,Copy number variant detection from targeted DNA sequencing,,,1,1,,,,Section=science; Version=0.9.12-1,,,,,,,
codonw,codonw,codonw,Correspondence Analysis of Codon Usage,,,1,1,,,,Section=science; Version=1.4.4-8,,,,,,,
comet-ms,comet-ms,comet-ms,Tandem mass spectrometry (MS/MS) search engine,,,1,1,,,,Section=science; Version=2019015+cleaned1-4.1,,,,,,,
concavity,concavity,concavity,predictor of protein ligand binding sites from structure and conservation,,,1,1,,,,Section=science; Version=0.1+dfsg.1-6,,,,,,,
conservation-code,conservation-code,conservation-code,protein sequence conservation scoring tool,,,1,1,,,,Section=science; Version=20110309.0-8,,,,,,,
coot,coot,coot,model building program for macromolecular crystallography,,,1,1,,,,Section=science; Version=1.1.15+dfsg-1+b1,,,,,,,
covtobed,covtobed,covtobed,convert the coverage track from a BAM file into a BED file,,,1,1,,,,Section=science; Version=1.3.5+dfsg-2,,,,,,,
crac,crac,crac,integrated RNA-Seq read analysis,,,1,1,,,,Section=science; Version=2.5.2+dfsg-6,,,,,,,
csb,csb,csb,Computational Structural Biology Toolbox (CSB),,,1,1,,,,Section=python; Version=1.2.5+dfsg-10,,,,,,,
ctffind,ctffind,ctffind,fast and accurate defocus estimation from electron micrographs,,,1,1,,,,Section=science; Version=4.1.14-3,,,,,,,
cutadapt,cutadapt,cutadapt,Clean biological sequences from high-throughput sequencing reads,,,1,1,,,,Section=science; Version=4.7-2,,,,,,,
cutesv,cutesv,cutesv,comprehensive discovery of structural variations of genomic sequences,,,1,1,,,,Section=science; Version=2.1.1-1,,,,,,,
daligner,daligner,daligner,local alignment discovery between long nucleotide sequencing reads,,,1,1,,,,Section=science; Version=1.0+git20240119.335105d-3,,,,,,,
damapper,damapper,damapper,long read to reference genome mapping tool,,,1,1,,,,Section=science; Version=0.0+git20240314.b025cf9-1,,,,,,,
datamash,datamash,datamash,statistics tool for command-line interface,,,1,1,,,,Section=utils; Version=1.9-1,,,,,,,
dawg,dawg,dawg,simulate the evolution of recombinant DNA sequences,,,1,1,,,,Section=science; Version=1.2-4+b1,,,,,,,
dazzdb,dazzdb,dazzdb,manage nucleotide sequencing read data,,,1,1,,,,Section=science; Version=1.0+git20250217.a3eefd4-1,,,,,,,
deblur,deblur,deblur,deconvolution for Illumina amplicon sequencing,,,1,1,,,,Section=science; Version=1.1.1-4,,,,,,,
delly,delly,delly,Structural variant discovery by read analysis,,,1,1,,,,Section=science; Version=1.1.8-1+b2,,,,,,,
density-fitness,density-fitness,density-fitness,Calculates per-residue electron density scores,,,1,1,,,,Section=science; Version=1.1.3-1,,,,,,,
dextractor,dextractor,dextractor,(d)extractor and compression command library,,,1,1,,,,Section=science; Version=1.0-6+b2,,,,,,,
dialign,dialign,dialign,Segment-based multiple sequence alignment,,,1,1,,,,Section=science; Version=2.2.1-13,,,,,,,
dialign-tx,dialign-tx,dialign-tx,Segment-based multiple sequence alignment,,,1,1,,,,Section=science; Version=1.0.2-15,,,,,,,
diamond-aligner,diamond-aligner,diamond-aligner,accelerated BLAST compatible local sequence aligner,,,1,1,,,,Section=science; Version=2.1.11-2,,,,,,,
discosnp,discosnp,discosnp,discovering Single Nucleotide Polymorphism from raw set(s) of reads,,,1,1,,,,Section=science; Version=1:2.6.2-4+b2,,,,,,,
disulfinder,disulfinder,disulfinder,cysteines disulfide bonding state and connectivity predictor,,,1,1,,,,Section=science; Version=1.2.11-12,,,,,,,
dnaclust,dnaclust,dnaclust,tool for clustering millions of short DNA sequences,,,1,1,,,,Section=science; Version=3-7+b3,,,,,,,
dnarrange,dnarrange,dnarrange,Method to find rearrangements in long DNA reads relative to a genome seq,,,1,1,,,,Section=science; Version=1.5.3-1.1,,,,,,,
dotter,dotter,dotter,detailed comparison of two genomic sequences,,,1,1,,,,Section=science; Version=4.44.1+dfsg-7.1+b3,,,,,,,
drop-seq-tools,drop-seq-tools,drop-seq-tools,analyzing Drop-seq data,,,1,1,,,,Section=science; Version=3.0.2+dfsg-1,,,,,,,
dssp,dssp,dssp,protein secondary structure assignment based on 3D structure,,,1,1,,,,Section=science; Version=4.4.10-1+b1,,,,,,,
dwgsim,dwgsim,dwgsim,short sequencing read simulator,,,1,1,,,,Section=science; Version=0.1.14-3,,,,,,,
e-mem,e-mem,e-mem,Efficient computation of Maximal Exact Matches for very large genomes,,,1,1,,,,Section=science; Version=1.0.1-5,,,,,,,
ea-utils,ea-utils,ea-utils,command-line tools for processing biological sequencing data,,,1,1,,,,Section=science; Version=1.1.2+dfsg-9+b3,,,,,,,
ecopcr,ecopcr,ecopcr,estimate PCR barcode primers quality,,,1,1,,,,Section=science; Version=1.0.1+dfsg-5,,,,,,,
edtsurf,edtsurf,edtsurf,triangulated mesh surfaces for protein structures,,,1,1,,,,Section=science; Version=0.2009-10,,,,,,,
eigensoft,eigensoft,eigensoft,reduction of population bias for genetic analyses,,,1,1,,,,Section=science; Version=8.0.0+dfsg-2+b1,,,,,,,
elph,elph,elph,DNA/protein sequence motif finder,,,1,1,,,,Section=science; Version=1.0.1-5,,,,,,,
embassy-domainatrix,embassy-domainatrix,embassy-domainatrix,Extra EMBOSS commands to handle domain classification file,,,1,1,,,,Section=science; Version=0.1.660-5,,,,,,,
embassy-domalign,embassy-domalign,embassy-domalign,Extra EMBOSS commands for protein domain alignment,,,1,1,,,,Section=science; Version=0.1.660-5,,,,,,,
embassy-domsearch,embassy-domsearch,embassy-domsearch,Extra EMBOSS commands to search for protein domains,,,1,1,,,,Section=science; Version=1:0.1.660-4,,,,,,,
emboss,emboss,emboss,European molecular biology open software suite,,,1,1,,,,Section=science; Version=6.6.0+dfsg-15,,,,,,,
emmax,emmax,emmax,genetic mapping considering population structure,,,1,1,,,,Section=science; Version=0~beta.20100307-5,,,,,,,
estscan,estscan,estscan,ORF-independent detector of coding DNA sequences,,,1,1,,,,Section=science; Version=3.0.3-6,,,,,,,
examl,examl,examl,Exascale Maximum Likelihood (ExaML) code for phylogenetic inference,,,1,1,,,,Section=science; Version=3.0.22-6+b3,,,,,,,
exonerate,exonerate,exonerate,generic tool for pairwise sequence comparison,,,1,1,,,,Section=science; Version=2.4.0-5+b1,,,,,,,
fasta3,fasta3,fasta3,tools for searching collections of biological sequences,,,1,1,,,,Section=science; Version=36.3.8i.14-Nov-2020-3,,,,,,,
fastahack,fastahack,fastahack,utility for indexing and sequence extraction from FASTA files,,,1,1,,,,Section=science; Version=1.0.0+dfsg-11+b2,,,,,,,
fastani,fastani,fastani,Fast alignment-free computation of whole-genome Average Nucleotide Identity,,,1,1,,,,Section=science; Version=1.33-3+b1,,,,,,,
fastaq,fastaq,fastaq,FASTA and FASTQ file manipulation tools,,,1,1,,,,Section=science; Version=3.17.0-9,,,,,,,
fastdnaml,fastdnaml,fastdnaml,Tool for construction of phylogenetic trees of DNA sequences,,,1,1,,,,Section=science; Version=1.2.2-18,,,,,,,
fastlink,fastlink,fastlink,faster version of pedigree programs of Linkage,,,1,1,,,,Section=science; Version=4.1P-fix100+dfsg-5,,,,,,,
fastml,fastml,fastml,maximum likelihood ancestral amino-acid sequence reconstruction,,,1,1,,,,Section=science; Version=3.11-4,,,,,,,
fastp,fastp,fastp,Ultra-fast all-in-one FASTQ preprocessor,,,1,1,,,,Section=science; Version=0.24.0+dfsg-1,,,,,,,
fastq-pair,fastq-pair,fastq-pair,Rewrites paired end fastq so all reads have a mate to separate out singletons,,,1,1,,,,Section=science; Version=1.0-3,,,,,,,
fastqc,fastqc,fastqc,quality control for high throughput sequence data,,,1,1,,,,Section=science; Version=0.12.1+dfsg-4,,,,,,,
fastqtl,fastqtl,fastqtl,Quantitative Trait Loci (QTL) mapper in cis for molecular phenotypes,,,1,1,,,,Section=science; Version=2.184+v7+dfsg-4+b3,,,,,,,
fasttree,fasttree,fasttree,phylogenetic trees from alignments of nucleotide or protein sequences,,,1,1,,,,Section=science; Version=2.1.11-2,,,,,,,
ffindex,ffindex,ffindex,simple index/database for huge amounts of small files,,,1,1,,,,Section=science; Version=0.9.9.9-7+b1,,,,,,,
figtree,figtree,figtree,graphical phylogenetic tree viewer,,,1,1,,,,Section=science; Version=1.4.4-6,,,,,,,
filtlong,filtlong,filtlong,quality filtering tool for long reads of genome sequences,,,1,1,,,,Section=science; Version=0.2.1-4,,,,,,,
fitgcp,fitgcp,fitgcp,fitting genome coverage distributions with mixture models,,,1,1,,,,Section=science; Version=0.0.20150429-5,,,,,,,
flash,flash,flash,Fast Length Adjustment of SHort reads,,,1,1,,,,Section=science; Version=1.2.11-2,,,,,,,
flexbar,flexbar,flexbar,flexible barcode and adapter removal for sequencing platforms,,,1,1,,,,Section=science; Version=1:3.5.0-5,,,,,,,
flye,flye,flye,de novo assembler for single molecule sequencing reads using repeat graphs,,,1,1,,,,Section=science; Version=2.9.5+dfsg-1,,,,,,,
fml-asm,fml-asm,fml-asm,tool for assembling Illumina short reads in small regions,,,1,1,,,,Section=science; Version=0.1+git20221215.85f159e-1,,,,,,,
freebayes,freebayes,freebayes,Bayesian haplotype-based polymorphism discovery and genotyping,,,1,1,,,,Section=science; Version=1.3.9-1,,,,,,,
freecontact,freecontact,freecontact,fast protein contact predictor,,,1,1,,,,Section=science; Version=1.0.21-15,,,,,,,
fsa,fsa,fsa,"Fast Statistical Alignment of protein, RNA or DNA sequences",,,1,1,,,,Section=science; Version=1.15.9+dfsg-6,,,,,,,
fsm-lite,fsm-lite,fsm-lite,frequency-based string mining (lite),,,1,1,,,,Section=science; Version=1.0-8,,,,,,,
garli,garli,garli,phylogenetic analysis of molecular sequence data using maximum-likelihood,,,1,1,,,,Section=science; Version=2.1-9,,,,,,,
garlic,garlic,garlic,visualization program for biomolecules,,,1,1,,,,Section=science; Version=1.6-3+b1,,,,,,,
gasic,gasic,gasic,genome abundance similarity correction,,,1,1,,,,Section=science; Version=0.0.r19-8,,,,,,,
gatb-core,gatb-core,gatb-core,Genome Analysis Toolbox with de-Bruijn graph,,,1,1,,,,Section=science; Version=1.4.2+dfsg-13+b4,,,,,,,
gbrowse,gbrowse,gbrowse,GMOD Generic Genome Browser,,,1,1,,,,Section=science; Version=2.56+dfsg-12,,,,,,,
gdpc,gdpc,gdpc,visualiser of molecular dynamic simulations,,,1,1,,,,Section=science; Version=2.2.5-16+b1,,,,,,,
gemma,gemma,gemma,Genome-wide Efficient Mixed Model Association,,,1,1,,,,Section=science; Version=0.98.5+dfsg-3,,,,,,,
genometester,genometester,genometester,toolkit for performing set operations on k-mer lists,,,1,1,,,,Section=science; Version=4.0+git20200511.91cecb5+dfsg-1,,,,,,,
genomethreader,genomethreader,genomethreader,software tool to compute gene structure predictions,,,1,1,,,,Section=science; Version=1.7.3+dfsg-10+b1,,,,,,,
genometools,genometools,genometools,versatile genome analysis toolkit,,,1,1,,,,Section=science; Version=1.6.5+ds-2.2,,,,,,,
genomicsdb-tools,genomicsdb-tools,genomicsdb-tools,unknown,,,1,1,,,,missing in Packages file,,,,,,,
gentle,gentle,gentle,suite for molecular cloning and sequence analysis,,,1,1,,,,Section=science; Version=1.9.5~alpha2+dfsg1-2,,,,,,,
gff2aplot,gff2aplot,gff2aplot,pair-wise alignment-plots for genomic sequences in PostScript,,,1,1,,,,Section=science; Version=2.0-15,,,,,,,
gff2ps,gff2ps,gff2ps,produces PostScript graphical output from GFF-files,,,1,1,,,,Section=science; Version=0.98l-6,,,,,,,
gffread,gffread,gffread,"GFF/GTF format conversions, region filtering, FASTA sequence extraction",,,1,1,,,,Section=science; Version=0.12.7-8,,,,,,,
ggd-utils,ggd-utils,ggd-utils,programs for use in ggd,,,1,1,,,,Section=science; Version=1.0.0+ds-1+b17,,,,,,,
ghmm,ghmm,ghmm,General Hidden-Markov-Model library - tools,,,1,1,,,,Section=science; Version=0.9~rc3-11,,,,,,,
glam2,glam2,glam2,gapped protein motifs from unaligned sequences,,,1,1,,,,Section=science; Version=1064-10,,,,,,,
gmap,gmap,gmap,spliced and SNP-tolerant alignment for mRNA and short reads,,,1,1,,,,Section=science; Version=2024-11-20+ds-2,,,,,,,
grabix,grabix,grabix,wee tool for random access into BGZF files,,,1,1,,,,Section=science; Version=0.1.7-5,,,,,,,
graphlan,graphlan,graphlan,circular representations of taxonomic and phylogenetic trees,,,1,1,,,,Section=science; Version=1.1.3-6,,,,,,,
grinder,grinder,grinder,Versatile omics shotgun and amplicon sequencing read simulator,,,1,1,,,,Section=science; Version=0.5.4-6,,,,,,,
gromacs,gromacs,gromacs,"Molecular dynamics simulator, with building and analysis tools",,,1,1,,,,Section=science; Version=2025.2-1,,,,,,,
gsort,gsort,gsort,sort genomic data,,,1,1,,,,Section=science; Version=0.1.4-3+b23,,,,,,,
gubbins,gubbins,gubbins,phylogenetic analysis of genome sequences,,,1,1,,,,Section=science; Version=3.4-2,,,,,,,
gwama,gwama,gwama,Genome-Wide Association Meta Analysis,,,1,1,,,,Section=science; Version=2.2.2+dfsg-6,,,,,,,
harvest-tools,harvest-tools,harvest-tools,archiving and postprocessing for reference-compressed genomic multi-alignments,,,1,1,,,,Section=science; Version=1.3-8+b5,,,,,,,
hhsuite,hhsuite,hhsuite,sensitive protein sequence searching based on HMM-HMM alignment,,,1,1,,,,Section=science; Version=3.3.0+ds-8+b3,,,,,,,
hinge,hinge,hinge,long read genome assembler based on hinging,,,1,1,,,,Section=science; Version=0.5.0-7+b3,,,,,,,
hisat2,hisat2,hisat2,graph-based alignment of short nucleotide reads to many genomes,,,1,1,,,,Section=science; Version=2.2.1-5+b3,,,,,,,
hmmer,hmmer,hmmer,profile hidden Markov models for protein sequence analysis,,,1,1,,,,Section=science; Version=3.4+dfsg-2,,,,,,,
hmmer2,hmmer2,hmmer2,profile hidden Markov models for protein sequence analysis,,,1,1,,,,Section=science; Version=2.3.2+dfsg-12+b2,,,,,,,
